"","YEAR","month","LATITUDE","LONGITUDE","SURF.TEMP","BOT.TEMP","BOT.SAL","SURF.CHLOR","BOT.OXY","effort","count","rscpue","BATHYMETRY","RUGOSITY","PLATFORM","PIPELINE","GRAVEL","MUD","ROCK","SAND","CARBON","REEF","PA","logrscpue","rand","Validate"
"15301",2010,6,29.1,-92.22,29.35,22.46,34.81,2.2181159363676,0.2,30,0,0,16,2.57261223020711,0,4.253283786,0,50,1.7e-13,3.55e-14,0.235474437,0,0,0,5428,"TRAIN"
"17393",2013,6,25.55,-83.17,28.33,21.13,36.39,-2.04022082852655,6.6,30,0,0,57,2.4932054526027,0,0,19.69962692,18.29459,11.842062,57.13322067,0.901187956,0,0,0,5429,"TRAIN"
"9045",2000,7,29.03,-90.03,30.3,25.15,36.13,-0.261364764134408,0.4,28,0,0,20,3.00071981506503,0,3.979371,0.389111072,65.66313171,0,26.59112358,2.815533876,0,0,0,5430,"TRAIN"
"17018",2012,6,28.13,-92.72,28.75,22.48,36.45,-2.81341071676004,6.4,30,0,0,82,3.3357695763397,0,0.26795257,27.02158737,53.84251404,24.22867012,15.44138527,1.037783861,0,0,0,5432,"TRAIN"
"10368",2002,7,28.82,-91.86,29.42,27.11,34.06,-1.27296567581289,2.9,50,0,0,26,2.40694510831829,1,0.943793112,8.88e-16,-1.14e-12,2.26e-14,100,0.899999976,0,0,0,5433,"TRAIN"
"8200",1999,6,26.73,-96.62,28.75,19.63,36.42,-2.30258509299405,1.8,60,0,0,94,3.7635229971097,0,0,4.236266136,80.19374084,12.54594994,11.96742439,0.979222,0,0,0,5435,"TRAIN"
"10794",2003,6,27.49,-96.99,27.69,23.49,36.27,4.44005966592449,6.5,47,2,0.04255319,30,2.77881927199042,0,0,6.66e-16,100,4.26e-14,1.42e-14,0.822821617,0,1,1.267846185557,5437,"TRAIN"
"14204",2009,6,28.54,-91.02,29.46,23.33,36.24,0.300104592450338,3.9,30,0,0,30,2.83907846350861,0,7.408525652,0,100,4.44e-14,-5.68e-14,1.010652184,0,0,0,5438,"TRAIN"
"10439",2002,7,28.98,-90.08,29.18,26.44,36.5,0.173953307123438,0.6,17,0,0,22,3.09557760852371,0,18.17605403,0,100,5.33e-14,2.84e-14,3.023598671,0,0,0,5439,"TRAIN"
"901",1988,6,28.05,-96.78,29.36,28.16,32.35,-1.83258146374831,7,18,1,0.055555556,14,2.64617479738412,0,0,3.16e-15,3.5,0,96,0.100000001,0,1,1.46633707494727,5440,"TRAIN"
"7451",1998,6,26.03,-97.05,25.68,22.78,33.93,-0.693147180559945,6.5,26,1,0.03846154,24,3.18221184049661,0,0,0,50,1.67e-14,50,0.5,0,1,1.196250786139,5441,"TRAIN"
"10936",2003,7,28.85,-90.23,28.37,24.42,35.33,2.0188950418118,3.2,30,0,0,24,2.57261223020711,0,0,1.78e-15,98.4897995,0,1,2.207653522,0,0,0,5442,"TRAIN"
"18125",2014,6,26.67,-82.56,29.45,28.57,36.29,-1.66073120682165,6.5,30,0,0,20,2.2082744135228,0,0,47.08859634,9.063489914,0,37.43555069,0.505380332,0,0,0,5443,"TRAIN"
"13060",2007,7,28.03,-93.4,29.19,18.7,36.42,-0.328504066972036,4.6,55,0,0,97,3.87328217711172,0,0,20.97084236,53.14533997,25.81180763,22.90266609,0.911673009,0,0,0,5444,"TRAIN"
"14713",2009,6,27.79,-95.99,28.37,22.56,36.44,-1.02165124753198,5.9,30,0,0,68,2.83907846350861,0,2.744595343,1.33e-14,50,9.99e-16,50,1.005161405,0,0,0,5445,"TRAIN"
"13701",2008,6,28.02,-93.86,29.74,20.37,36.47,-0.693147180559945,4.6,30,0,0,84,3.43720781918519,0,0,4e-15,25.5,30,74.5,0.722340584,0,0,0,5446,"TRAIN"
"16938",2012,6,28.04,-95.4,28.58,22.04,36.31,-2.81341071676004,5.5,30,4,0.1333333,56,3.04927304048202,0,0,1.35e-14,50,0,50,0.93347615,0,1,2.19722435511397,5447,"TRAIN"
"18229",2014,6,28.37,-93.64,27.76,20.82,36.37,-3.2188758248682,6.1,30,7,0.2333333,55,2.71469474382088,0,0,20.46313286,48.7768364,4.461111069,29.56723022,0.917689562,0,1,2.70805006776887,5448,"TRAIN"
"3754",1992,7,28.24,-93.81,29.42,19.77,36.15,-2.12026353620009,5.7,60,0,0,64,2.57261223020711,0,0,14.86548328,50.95019531,13.49685669,31.03368759,0.820379138,0,0,0,5450,"TRAIN"
"9833",2001,7,26.89,-97.19,27.09,22.09,36.48,-0.713349887877465,5.5,28,0,0,28,3.3357695763397,0,0,0,92.5,3.22e-15,7.5,1,0,0,0,5452,"TRAIN"
"16143",2011,6,30.07,-86.01,28.69,22.11,35.8,0.647103242058538,5.9,30,1,0.03333333,30,3.40452517175483,0,0,3.054910421,13.46642685,8.139586449,76.41595459,0.410026908,0,1,1.09861222200144,5453,"TRAIN"
"16994",2012,6,29.38,-93.4,29.28,28.56,29.96,0.231111720963387,6.3,30,0,0,14,2.09186406167839,0,7.44954567,0,-5.54e-13,0,100,0.808622539,0,0,0,5454,"TRAIN"
"21288",2019,6,24.75,-82.19,29.18,29.11,36.5,-4.60517018598809,5.7,30,0,0,21,3.04927304048202,0,0,33.5,41.5,0,16.5,1.687833071,0,0,0,5455,"TRAIN"
"3003",1991,6,28.95,-94.34,28.8,28.02,32.55,-0.356674943938732,4.5,11,1,0.09090909,18,1.96009478404727,0,0,0,3.55e-14,0,73,0.697629333,0,1,1.86478459579224,5456,"TRAIN"
"16316",2011,6,27.18,-96.9,28.03,20.82,36.34,-0.713349887877465,6,30,13,0.4333333,50,2.94968833505258,0,0,2.160127163,84.72013092,4.323538303,4.008497715,1.000690699,0,1,3.29583679193025,5457,"TRAIN"
"12547",2006,6,29.14,-88.6,29.3,19.82,36.42,1.43983512804792,4.7,19,0,0,191,4.8605872978526,0,0,1,23,0,76,1.381539702,0,0,0,5458,"TRAIN"
"10789",2003,6,27.24,-97.1,26.7,22.23,36.33,-0.150822889734584,6.8,29,0,0,30,2.64617479738412,0,0,1.795004964,74.58380127,2.048612595,14.86568928,0.892288148,0,0,0,5459,"TRAIN"
"6371",1996,7,28.47,-93.23,29.95,20.2,36.07,-0.22314355131421,5.5,60,17,0.2833333,43,2.2082744135228,0,0,50,50,0,3.55e-14,0.956610143,0,1,2.89037164678505,5460,"TRAIN"
"8879",2000,6,28.06,-96.23,28.19,24.27,36.35,-1.77195684193188,6,24,1,0.04166667,34,2.4932054526027,0,4.377021,2.254884243,63.74046707,9.090801239,33.87526321,0.910173178,0,1,1.25276302563822,5461,"TRAIN"
"19557",2016,6,28.98,-94.87,29.07,25.27,35.04,1.39871688111845,3.3,30,0,0,18,2.4932054526027,0,0,0,73,0,0,0.699999988,0,0,0,5462,"TRAIN"
"12589",2006,6,27.33,-96.39,28.54,18.56,36.44,-1.56064774826467,3.9,52,0,0,121,4.14472076954717,0,0,0,97,0,3,1.013536811,0,0,0,5463,"TRAIN"
"7578",1998,7,28.65,-93.03,29.61,21.28,35.86,-1.6094379124341,4.7,60,18,0.3,34,2.31253542384721,0,5.351597,21,26,0,53,0.794610679,0,1,2.94443897916644,5464,"TRAIN"
"15569",2010,7,25.34,-83.44,29.41,25.86,36.57,0.22314355131421,6.1,30,0,0,68,2.31253542384721,0,0,9,5,3.55e-14,86,1.774621725,0,0,0,5465,"TRAIN"
"18826",2015,6,27.38,-83.56,30.35,24.17,36.55,-2.20727491318972,7.4,30,0,0,45,2.4932054526027,0,0,24.34008217,7.158608913,2.095647812,67.79129028,0.938537359,0,0,0,5466,"TRAIN"
"1759",1989,7,29.11,-91.9,29.68,26.35,32.91,0.703097511413113,2.9,20,0,0,11,1.96009478404727,0,0.2005918,1.95e-14,3.77e-13,0,100,0.850000024,2,0,0,5467,"TRAIN"
"14777",2009,6,28.63,-94.45,29.43,23.57,35.65,-0.27443684570176,2.4,30,0,0,31,2.4932054526027,0,3.065695515,0,50,0,50,0.87015748,0,0,0,5469,"TRAIN"
"3655",1992,6,26.8,-97.33,23.59,22.09,36.3,-0.478035800943,6.1,18,0,0,13,2.57261223020711,0,0,2.66e-15,35.5,3.55e-15,61.5,0.5,0,0,0,5471,"TRAIN"
"3648",1992,6,26.2,-97.15,23.68,23.04,36.32,1.03318448334565,5.9,10,0,0,15,2.71469474382088,0,0,7.426281929,37.79335785,0.082801536,61.03000259,0.486031026,0,0,0,5472,"TRAIN"
"10907",2003,7,28.9,-89.71,28.8,20.29,36.18,3.41477150168927,4,60,0,0,61,3.91402100809082,0,3.55827554,1.78e-14,98,0,1,1.200000048,0,0,0,5473,"TRAIN"
"19097",2015,7,28.7,-83.94,30.38,28.41,36.35,-1.20397280432594,3.3,31,12,0.3870968,29,1.80828877117927,0,0,12,6,5,76,0.39790076,0,1,3.18741851119377,5474,"TRAIN"
"2141",1990,7,29.47,-88.73,30.05,23.93,36.29,0.518793793415168,4.4,10,0,0,27,2.94968833505258,0,0,5.86e-14,50,0,46.5,0.70103085,0,0,0,5475,"TRAIN"
"17353",2013,6,27.59,-84.31,27.31,20.37,36.39,-3.2188758248682,6,30,0,0,81,3.40452517175483,0,0,75,-7.6e-13,8,25,0.467113197,0,0,0,5476,"TRAIN"
"19581",2016,6,29.16,-92.79,30.35,27.22,34.73,-0.261364764134408,0.1,30,0,0,20,1.41098697371026,0,0,19.7536602,55.88491821,0,15.56567383,1,0,0,0,5477,"TRAIN"
"14643",2009,6,29.71,-88.77,27.31,23.28,35.31,3.05776766447344,2,30,0,0,14,2.64617479738412,2,0.278454974,3.555608034,45.15358734,21.37344742,48.79738235,0.439542085,0,0,0,5478,"TRAIN"
"19453",2016,6,26.44,-82.58,29.87,25.08,36.1,-2.20727491318972,7.2,30,0,0,24,2.2082744135228,0,0,35.22478485,10.75101185,0,49.9300499,0.511514485,0,0,0,5479,"TRAIN"
"1550",1989,7,28.97,-89.54,28.63,22.6,36.06,2.94285878394692,4.2,10,0,0,46,3.8308129500026,0,5.785879,7.99e-15,90,2.09e-13,10,1.184330583,0,0,0,5480,"TRAIN"
"14888",2009,7,29.11,-92.11,29.93,25.48,35.75,1.75958057086382,3.6,30,0,0,13,2.31253542384721,0,1.178394579,2.58e-14,4.97e-14,9.81e-14,100,0.34708485,0,0,0,5481,"TRAIN"
"2020",1990,6,28.59,-94.22,29.7,25.06,36.37,-1.34707364796661,5.6,43,19,0.4418605,35,2.77881927199042,0,0,15.04985142,40.14176559,3.816143513,41.91435242,0.906298876,0,1,3.31460882436259,5482,"TRAIN"
"8216",1999,6,27.15,-96.62,29.21,19.8,36.45,-0.843970070294529,2.1,51,0,0,92,3.43720781918519,0,0,1.500409484,91.76937103,5.27771759,0.358967811,1.076243639,0,0,0,5484,"TRAIN"
"4910",1994,7,28.67,-95.47,26.57,21.59,35.6,-1.56064774826467,6.4,10,0,0,19,2.94968833505258,1,2.219308,0,42,0,49,1,1,0,0,5485,"TRAIN"
"4809",1994,6,29.24,-88.52,28.75,18.92,36.23,-0.430782916092454,5.3,13,0,0,103,3.91402100809082,0,3.823398,42,28,0,23,1.120082378,0,0,0,5486,"TRAIN"
"6872",1997,6,26.22,-97.03,26.44,21.54,36.07,-0.867500567704723,6.1,21,1,0.04761905,25,3.22286784613774,0,0,10.66413975,48.2331543,0.094478756,40.74897003,0.526771903,0,1,1.34992675398605,5487,"TRAIN"
"8888",2000,6,28.11,-95.73,28.86,25.91,36.51,-1.77195684193188,5.8,61,7,0.1147541,42,2.64617479738412,0,5.430694,6.608564377,58.79234695,0.796701908,33.94462204,0.951578915,0,1,2.06499341840646,5488,"TRAIN"
"12930",2007,6,26.06,-96.57,28.65,21.54,36.27,-0.462035459596559,5.5,55,8,0.1454545,58,2.71469474382088,0,0,0,49,1.33e-14,51,0.815729082,0,1,2.27493328128966,5489,"TRAIN"
"16448",2011,7,28.26,-91.4,30.11,19.22,36.24,1.15688119679209,4.8,30,0,0,77,3.22286784613774,0,14.2194059,8.390195847,70.21299744,20.50650787,19.57881927,0.967259824,0,0,0,5490,"TRAIN"
"4549",1993,6,29.87,-88.52,29,21.2,36.23,0.198850858745165,5.1,38,0,0,29,2.40694510831829,0,0,8.88e-15,74.74747467,4e-14,25.25252533,0.307287991,0,0,0,5491,"TRAIN"
"20897",2018,7,29.44,-93.58,29.91,29.87,29.37,1.05779029414785,5.6,30,0,0,13,2.09186406167839,0,6.332569656,2.02e-14,100,6.25e-14,-8.53e-14,0.764864087,0,0,0,5492,"TRAIN"
"17091",2012,7,25.92,-82.38,29.14,28.04,36.3,-2.12026353620009,6.1,30,0,0,25,2.2082744135228,0,0,18.08133888,8.545852661,1.562887073,77.00454712,1.686729431,0,0,0,5494,"TRAIN"
"17331",2013,6,29.23,-85.21,26.02,24.66,35.52,-1.27296567581289,6.1,30,0,0,34,2.4932054526027,0,0,29,12,0,59,0.985818088,0,0,0,5495,"TRAIN"
"21206",2019,6,29.38,-85.8,29.76,21.35,36.12,-2.20727491318972,7,30,1,0.03333333,47,3.22286784613774,0,0,13.5,1.5,1.78e-15,85,0.790080309,0,1,1.09861222200144,5496,"TRAIN"
"22597",2021,7,28.93,-92.13,29.58,28.8,35.81,-4.60517018598809,6.6,30,0,0,23,2.31253542384721,0,0,0,50,4.8e-14,50,0.378275841,0,0,0,5497,"TRAIN"
"6324",1996,6,28.27,-95.46,28.19,20.35,35.82,-0.653926467406664,5,60,2,0.03333333,38,2.57261223020711,1,5.784907,4.617024899,55.02600098,0,40.40940475,0.855145276,0,1,1.09861222200144,5499,"TRAIN"
"16881",2012,7,29.57,-84.84,27.77,27.33,35.65,0.609765571620894,6.2,30,0,0,14,2.64617479738412,0,0,2.31e-14,4.12e-13,100,100,0.899999976,0,0,0,5500,"TRAIN"
"16144",2011,6,29.74,-85.44,28.47,28.38,35.19,1.75958057086382,6.7,30,0,0,10,2.31253542384721,0,0,2.455793619,13.13242531,0.491352379,75.1467514,3.496501684,2,0,0,5502,"TRAIN"
"4818",1994,6,29.1,-88.96,29.12,19.64,36.32,3.302481408723,4.3,15,0,0,55,4.00914971615887,0,0,1.95e-14,84,0,16,1.200000048,0,0,0,5503,"TRAIN"
"6912",1997,6,27.46,-96.4,28.35,19.08,36.32,-0.798507696217772,3.9,59,0,0,100,3.74004774068834,0,0,1.73450613,87.34825134,9.600786209,7.181368351,0.935045421,0,0,0,5504,"TRAIN"
"17588",2013,6,27.26,-96.53,28.17,20.71,36.46,-2.12026353620009,5.1,30,1,0.03333333,99,3.55820113047182,0,0,7.11e-15,98,1.57e-14,2,1.030990839,0,1,1.09861222200144,5505,"TRAIN"
"1489",1989,7,29.11,-88.7,28.5,18,36.43,2.93172694357808,4.7,32,0,0,109,3.89385903480047,0,0,0,95,3.38e-14,5,1.385898471,0,0,0,5506,"TRAIN"
"18040",2014,6,27.03,-83.72,27.26,22.61,36.27,-0.510825623765991,7,30,0,0,61,2.40694510831829,0,0,32.61727142,5.419981003,4.47235918,64.34832001,0.900919497,0,0,0,5508,"TRAIN"
"3040",1991,7,29.45,-92.74,30.39,27.55,32.74,-0.0202027073175195,0.7,60,0,0,14,2.64617479738412,0,0,0,100,0,0,1.350000024,0,0,0,5509,"TRAIN"
"22166",2021,6,26.81,-83.69,27.51,21.01,36.31,-4.60517018598809,6.2,30,2,0.06666667,64,2.31253542384721,0,0,50,2.7e-13,1.24e-13,50,0.694976568,0,1,1.6094379524341,5511,"TRAIN"
"18260",2014,6,29.27,-93.5,28.2,28.31,29.63,0.0861776962410524,5.4,30,0,0,14,1.80828877117927,0,0,3.71e-14,50,6.73e-14,50,0.749134541,0,0,0,5513,"TRAIN"
"4033",1993,6,27.8,-96.7,28.63,24.14,34.08,0.631271776841858,3.1,17,0,0,29,2.83907846350861,0,0,50,50,0,-1.78e-14,0.724408031,0,0,0,5515,"TRAIN"
"16397",2011,7,28.78,-93.4,30.05,24.29,35.5,0.0953101798043249,1.2,30,2,0.06666667,27,2.2082744135228,0,0,20.38543701,34.76885986,0,47.8000679,0.852858782,0,1,1.6094379524341,5516,"TRAIN"
"1853",1990,7,29.1,-90.03,30.72,24.71,34.19,2.38600670113312,0.6,23,0,0,15,2.71469474382088,2,3.98499,9.77e-15,89.5,7.99e-15,10.5,3.13812089,0,0,0,5517,"TRAIN"
"19666",2016,7,30.14,-85.82,30.29,23.59,35.86,-0.385662480811985,6,30,0,0,18,2.89591193827178,0,0,2.494091988,11.1752491,6.635467529,78.57674408,0.709932625,0,0,0,5519,"TRAIN"
"19589",2016,6,28.77,-93.86,29.77,26.06,35.39,-0.261364764134408,3.4,30,2,0.06666667,24,1.62924053973028,0,0,50,50,8.92e-14,6.39e-14,0.846497774,0,1,1.6094379524341,5520,"TRAIN"
"1117",1988,7,30.07,-87.8,27.5,25,35,-0.653926467406664,6,37,6,0.1621622,20,2.4932054526027,0,0,3.459667683,12.15956306,3.722608328,90.07158661,0.549835384,3,1,2.37301857962985,5521,"TRAIN"
"4637",1993,7,28.94,-90.06,30,24.85,35.82,0.27002713721306,1.7,26,0,0,29,3.09557760852371,3,8.577202,4.26e-14,95,0,4,2.466639757,0,0,0,5522,"TRAIN"
"16744",2012,6,28.85,-84.41,26.5,24.71,36.34,-0.478035800943,6.8,30,0,0,32,1.41098697371026,0,0,16.35144043,4.983606815,2.625066519,77.92687988,0.179113805,0,0,0,5523,"TRAIN"
"17365",2013,6,26.33,-83.8,27.94,19.91,36.44,-4.71053070164592,5.2,30,0,0,85,2.94968833505258,0,0,11.5,52,76,36.5,0.494667023,0,0,0,5524,"TRAIN"
"20009",2017,6,27,-82.67,29.25,28.43,35.81,-4.60517018598809,6.1,30,0,0,19,2.40694510831829,0,0,100,-6.15e-13,1.31e-13,-5.68e-14,1.899999976,0,0,0,5525,"TRAIN"
"6946",1997,6,28.19,-95.77,28.37,22.17,35.96,-1.13943428318836,5.2,30,0,0,36,2.4932054526027,0,3.606318,6.220417023,59.81771088,0.795114756,32.69755173,0.953353107,0,0,0,5526,"TRAIN"
"20338",2017,7,29.51,-84.84,30.28,29.24,35.13,-1.56064774826467,4.7,30,0,0,18,2.89591193827178,0,0,0,-7.03e-13,0,99.5,1.814532399,2,0,0,5527,"TRAIN"
"4952",1994,7,28.86,-92.98,29.88,24.9,35.28,-1.27296567581289,1.2,34,8,0.2352941,25,1.41098697371026,0,0,100,4.12e-13,0,-5.68e-14,0.664064229,0,1,2.71586267080009,5528,"TRAIN"
"13007",2007,6,28.66,-93.93,27.82,27.1,36.21,-0.653926467406664,5.1,55,3,0.05454545,30,2.40694510831829,0,7.73168556,17.01132202,37.14321899,1.898477793,45.89427567,0.880133808,0,1,1.4522522650819,5529,"TRAIN"
"17300",2013,7,29.29,-93.43,29.55,29.14,31.77,-0.63487827243597,3.6,30,0,0,14,1.96009478404727,0,2.209399862,0,100,4.84e-15,4.26e-14,0.759646535,0,0,0,5530,"TRAIN"
"16405",2011,7,29.58,-93.63,30.85,29.68,29.11,1.85785927093258,1.7,30,0,0,11,2.2082744135228,1,3.129940497,0,50,1.04e-14,46,0.600000024,0,0,0,5531,"TRAIN"
"14740",2009,6,28.79,-94.62,29.34,26.56,33.45,-0.23572233352107,3.6,30,18,0.6,21,1.80828877117927,0,0,4.17e-14,33,4.21e-14,67,0.75520575,0,1,3.61091791264422,5532,"TRAIN"
"2046",1990,7,28.44,-92.38,29.29,22.09,36.65,-0.371063681390832,8,60,0,0,55,2.94968833505258,1,2.969001,23.64959335,57.13819885,9.50191021,22.23249435,1.023756862,1,0,0,5533,"TRAIN"
"2044",1990,7,28.17,-92.38,29.06,20.14,36.77,-2.20727491318972,5.9,60,0,0,76,2.83907846350861,0,2.933019,25.11786842,55.18435287,24.55545616,20.5606041,1.06050539,0,0,0,5534,"TRAIN"
"3209",1991,7,28.89,-89.9,25.68,25.15,33.67,1.65057985576528,1.3,22,0,0,43,3.18221184049661,0,0,0,100,0,1.42e-14,2.18013978,0,0,0,5535,"TRAIN"
"6316",1996,6,28.43,-95.66,28.56,24.29,34.37,-0.579818495252942,4.8,44,6,0.1363636,26,2.4932054526027,0,0,0,67,0,33,0.882276177,0,1,2.2172250064191,5536,"TRAIN"
"5629",1995,7,27.98,-94.46,29.52,20.08,35.06,-0.82098055206983,5.1,10,0,0,94,3.74004774068834,1,3.201932,9,7,100,74,0.919323087,0,0,0,5537,"TRAIN"
"14871",2009,7,28.95,-92.41,29.93,24.31,36.01,0.207014169384326,4.7,30,0,0,26,2.2082744135228,0,11.63246746,20.44532585,55.58568192,0.252775341,14.20887566,0.496881634,0,0,0,5538,"TRAIN"
"19515",2016,6,27.9,-96.22,28.76,21.96,36.05,-1.30933331998376,4.1,30,19,0.6333333,53,3.29953372788566,0,3.17427107,2.47719264,68.62168884,16.7986927,30.34131813,0.911484301,0,1,3.66356159484759,5539,"TRAIN"
"1012",1988,7,28.45,-90.04,28.5,19.79,36.68,-2.99573227355399,6.2,60,0,0,85,3.55820113047182,0,0,1.42e-14,100,50,-1.42e-14,1.431672931,0,0,0,5540,"TRAIN"
"13000",2007,6,28.73,-94.09,27.96,26.05,35.97,0.22314355131421,3.5,44,0,0,27,2.2082744135228,0,0,9,37,2,53,0.886654913,0,0,0,5541,"TRAIN"
"19989",2017,6,24.97,-83.03,28.23,22.6,36.41,-4.60517018598809,5.9,30,0,0,51,2.40694510831829,0,0,50,-1.28e-12,0,50,2.056275129,0,0,0,5542,"TRAIN"
"18806",2015,6,26.21,-83.14,28.61,23.62,40.41,-3.91202300542815,7.4,30,0,0,50,2.4932054526027,0,0,20.56049347,20.92300415,6.502715111,54.81187439,0.855880499,0,0,0,5543,"TRAIN"
"16326",2011,6,27.62,-96.48,28.56,20.52,36.26,-0.941608539858445,4.8,30,3,0.1,66,3.40452517175483,0,0,2.901778698,83.29564667,100,8.702878952,0.882008076,0,1,1.94591014905531,5544,"TRAIN"
"15816",2010,7,28.36,-93.63,29.95,19.68,36.16,0.0582689081239758,4.3,30,1,0.03333333,55,2.71469474382088,0,1.238375172,20.46313286,48.7768364,4.461111069,29.56723022,0.917689562,0,1,1.09861222200144,5545,"TRAIN"
"12567",2006,6,26.66,-97.06,26.89,23.03,36.52,-0.994252273343867,5.7,37,0,0,34,2.89591193827178,0,0,9.789624214,51.88615417,4.568124294,36.27560806,0.597164571,0,0,0,5546,"TRAIN"
"6343",1996,7,27.95,-95.21,28.95,19.23,36.25,-1.17118298150295,5.5,37,0,0,89,3.61361696961339,0,0,4.17e-14,50,0,50,0.924674869,0,0,0,5548,"TRAIN"
"5036",1994,7,28.76,-89.96,29.26,22.04,36.28,-1.20397280432594,5.7,58,1,0.01724138,50,3.09557760852371,0,0,0,100,6.31e-14,0,2.130345583,0,1,0.710241634258228,5549,"TRAIN"
"15744",2010,7,28.3,-94.96,29.95,21.19,35.7,0.104360015324243,3.5,30,1,0.03333333,45,2.4932054526027,0,0,0,33,0,67,0.840048611,0,1,1.09861222200144,5550,"TRAIN"
"18993",2015,6,29.18,-94.72,29.84,27.35,33.76,0.966983846189673,2.5,30,0,0,17,2.83907846350861,0,0,0,79,0,17,1,0,0,0,5552,"TRAIN"
"9010",2000,7,28.05,-92.23,30.22,18.1,36.38,-1.83258146374831,3.7,29,0,0,104,3.64021428213266,1,7.336679,22.64018822,56.98212051,34.98984146,23.28524399,1.135493636,0,0,0,5553,"TRAIN"
"6409",1996,7,28.32,-92.72,30.17,18.77,36.2,-0.415515443961666,4.6,60,5,0.08333333,56,1.96009478404727,0,0,0,67,0,33,1.019638181,0,1,1.79175943589472,5556,"TRAIN"
"4878",1994,6,27.4,-96.88,27.44,20.43,36.1,-1.89711998488588,5,31,0,0,41,2.94968833505258,0,0,3.206242085,82.18526459,1.54260993,7.027593136,0.927757323,0,0,0,5557,"TRAIN"
"3210",1991,7,28.77,-90.14,25.74,23.46,35.48,0.802001585472027,0.8,20,0,0,34,2.71469474382088,0,6.933834,0,50,0,50,2.104373932,0,0,0,5558,"TRAIN"
"17352",2013,6,27.53,-84.09,27.34,19.67,36.38,-2.81341071676004,5.5,30,0,0,69,2.83907846350861,0,0,22.71258545,10.76068687,1.85e-13,63.28912735,0.462014824,0,0,0,5559,"TRAIN"
"10866",2003,7,27.95,-94.06,29.3,18.34,36.37,-0.941608539858445,4.2,45,0,0,87,3.22286784613774,0,3.725971078,2.66e-15,25,1.24e-14,75,0.797218323,1,0,0,5560,"TRAIN"
"939",1988,6,26.75,-97.14,28.33,21.32,36.06,-2.30258509299405,6.4,21,0,0,31,3.3357695763397,0,0,6.923218727,58.62250137,5.175121784,30.45411873,0.735303104,0,0,0,5561,"TRAIN"
"20869",2018,6,28.13,-95.18,28.3,21.95,36.35,-1.66073120682165,6.2,30,4,0.1333333,53,2.64617479738412,0,0,6.806711197,51.25819778,1.23e-13,43.33208466,0.892290294,0,1,2.19722435511397,5562,"TRAIN"
"19103",2015,7,29.05,-84.89,29.2,24.3,36.28,-1.30933331998376,6,30,0,0,40,2.4932054526027,0,0,16.77300262,7.050139427,1.367166281,72.47960663,0.356387019,0,0,0,5563,"TRAIN"
"6275",1996,6,26.66,-97.24,23.44,21.52,35.83,-0.49429632181478,7.6,27,0,0,17,2.83907846350861,0,0,7.990745544,45.45319366,2.16741848,47.25749207,0.523138165,0,0,0,5565,"TRAIN"
"13765",2008,7,28.26,-92.47,30.18,21.08,36.45,0.451075619360217,5.5,55,3,0.05454545,64,3.04927304048202,0,0,51.5,16,30,32.5,1.040643096,0,1,1.4522522650819,5566,"TRAIN"
"18134",2014,6,28.91,-83.87,28.95,25.84,35.61,-1.77195684193188,6.9,30,0,0,26,2.09186406167839,0,0,11.80410957,4.886515141,2.45100069,81.4864502,0.342732549,0,0,0,5567,"TRAIN"
"19095",2015,7,28.46,-83.89,30.41,27.26,36.38,-0.693147180559945,2.7,31,20,0.6451613,33,1.96009478404727,0,0,14.52609062,6.974111557,9.244846344,71.50222015,0.376599282,0,1,3.68159493632157,5569,"TRAIN"
"10280",2002,6,28.62,-95.71,28.88,27.63,30.97,1.41098697371026,1.5,51,0,0,14,2.64617479738412,0,0,1.50505054,50,0,43,0.600000024,0,0,0,5570,"TRAIN"
"6247",1996,6,29.92,-88.15,28.8,20.61,35.29,0.0198026272961797,4.8,60,19,0.3166667,34,2.83907846350861,0,3.272362,3.11e-14,4.12e-13,0,100,0.394032687,0,1,2.99573237355399,5571,"TRAIN"
"9863",2001,7,27.81,-96.66,27.41,23.37,36.53,-0.843970070294529,6,22,0,0,32,2.71469474382088,0,0,50,50,0,-1.78e-14,0.724408031,0,0,0,5572,"TRAIN"
"19941",2017,6,28.7,-85.13,26.83,15.26,36.01,-4.60517018598809,3.5,30,0,0,105,4.09600984154116,0,0,22,16,0,63,0.377494752,0,0,0,5573,"TRAIN"
"20724",2018,6,25.44,-83.32,28.76,22.1,36.49,-4.60517018598809,6.2,30,0,0,64,2.94968833505258,0,0,50,-7.11e-14,0,50,1.46941936,0,0,0,5574,"TRAIN"
"5597",1995,6,28.21,-96.3,28.87,25.43,33.41,-0.7339691750802,5.8,43,0,0,24,3.18221184049661,0,0,1.36504209,62.7354126,6.664010048,33.88674927,0.859714448,0,0,0,5575,"TRAIN"
"243",1988,6,29.88,-87.9,25.14,19.68,36.52,-2.30258509299405,6.8,21,0,0,32,2.57261223020711,0,0,0,-1.2e-12,0,100,0.384613246,0,0,0,5576,"TRAIN"
"8248",1999,6,28.36,-96.18,28.94,25.39,35.05,0.841567185678219,2.6,31,0,0,19,2.94968833505258,0,0,0,68,6.97e-14,32,0.800000012,2,0,0,5577,"TRAIN"
"19430",2016,6,25.14,-81.84,28.51,28.45,36.03,-0.891598119283784,6.5,30,0,0,16,1.41098697371026,0,0,50,1.17e-12,0,50,1.856374502,0,0,0,5579,"TRAIN"
